ENSG	ENST	ENSP	Gene_name	Length	PredHel	Topology
ENSG00000114812	ENST00000325123	ENSP00000327246	VIPR1	len=457	PredHel=7	Topology=o146-168i181-200o220-242i254-276o296-318i338-360o370-392i
ENSG00000114812	ENST00000446673	ENSP00000396204	VIPR1	len=45	PredHel=1	Topology=i7-29o
ENSG00000114812	ENST00000543411	ENSP00000445701	VIPR1	len=409	PredHel=7	Topology=o98-120i133-152o172-194i206-228o248-270i290-312o322-344i
ENSG00000114812	ENST00000438259	ENSP00000415371	VIPR1	len=247	PredHel=4	Topology=i46-68o83-105i128-150o160-182i
ENSG00000204217	ENST00000374580	ENSP00000363708	BMPR2	len=1038	PredHel=1	Topology=i152-174o
ENSG00000204217	ENST00000374574	ENSP00000363702	BMPR2	len=530	PredHel=1	Topology=o150-172i
ENSG00000166268	ENST00000552032	ENSP00000448753	MYRFL	len=910	PredHel=1	Topology=o627-649i
ENSG00000166268	ENST00000548892	ENSP00000447167	MYRFL	len=375	PredHel=1	Topology=i92-114o
ENSG00000180616	ENST00000357585	ENSP00000350198	SSTR2	len=369	PredHel=7	Topology=o47-69i81-103o123-145i165-182o202-233i254-276o296-315i
ENSG00000180616	ENST00000315332	ENSP00000326616	SSTR2	len=356	PredHel=7	Topology=o47-69i81-103o123-145i165-182o202-233i254-276o296-315i
ENSG00000136840	ENST00000335791	ENSP00000336733	ST6GALNAC4	len=302	PredHel=1	Topology=i7-29o
ENSG00000102383	ENST00000373367	ENSP00000362465	ZDHHC15	len=337	PredHel=4	Topology=i19-41o56-78i174-196o211-233i
ENSG00000102383	ENST00000541184	ENSP00000445420	ZDHHC15	len=328	PredHel=4	Topology=i19-41o45-67i165-187o202-224i
ENSG00000102383	ENST00000373361	ENSP00000362459	ZDHHC15	len=187	PredHel=3	Topology=i19-41o56-78i161-183o
ENSG00000105352	ENST00000221954	ENSP00000221954	CEACAM4	len=244	PredHel=1	Topology=o154-176i
ENSG00000105352	ENST00000600925	ENSP00000473018	CEACAM4	len=254	PredHel=1	Topology=o155-177i
ENSG00000136213	ENST00000258711	ENSP00000258711	CHST12	len=414	PredHel=1	Topology=i7-26o
ENSG00000136213	ENST00000432336	ENSP00000411207	CHST12	len=245	PredHel=1	Topology=i7-26o
ENSG00000197629	ENST00000361050	ENSP00000354335	MPEG1	len=716	PredHel=1	Topology=o656-678i
ENSG00000181355	ENST00000460363	ENSP00000419718	OFCC1	len=300	PredHel=1	Topology=i266-288o
ENSG00000176495	ENST00000313940	ENSP00000320302	OR5AN1	len=311	PredHel=7	Topology=o27-49i61-78o93-115i141-163o200-222i242-264o274-293i
ENSG00000074621	ENST00000537259	ENSP00000439693	SLC24A1	len=1012	PredHel=8	Topology=i20-39o462-484i496-518o523-545i562-584o890-907i919-941o954-976i
ENSG00000074621	ENST00000261892	ENSP00000261892	SLC24A1	len=1099	PredHel=11	Topology=i20-39o462-484i496-518o523-545i562-584o908-925i937-959o972-994i1006-1025o1040-1062i1069-1088o
ENSG00000074621	ENST00000544319	ENSP00000445163	SLC24A1	len=985	PredHel=11	Topology=i20-39o454-473i494-516o526-548i555-577o581-598i823-845o858-880i892-911o926-948i955-974o
ENSG00000074621	ENST00000399033	ENSP00000381991	SLC24A1	len=1069	PredHel=11	Topology=i20-39o454-473i494-516o526-548i555-577o581-598i909-926o941-963i976-995o1010-1032i1039-1058o
ENSG00000074621	ENST00000546330	ENSP00000439190	SLC24A1	len=1081	PredHel=11	Topology=i20-39o462-484i496-518o523-545i562-584o890-907i919-941o954-976i988-1007o1022-1044i1051-1070o
ENSG00000074621	ENST00000339868	ENSP00000341837	SLC24A1	len=1081	PredHel=11	Topology=i20-39o462-484i496-518o523-545i562-584o890-907i919-941o954-976i988-1007o1022-1044i1051-1070o
ENSG00000172324	ENST00000302040	ENSP00000303834	OR5A2	len=324	PredHel=7	Topology=o26-48i61-80o95-117i130-152o205-227i239-261o276-293i
ENSG00000172320	ENST00000302030	ENSP00000303096	OR5A1	len=315	PredHel=7	Topology=o29-51i63-85o95-117i149-171o203-225i244-266o276-295i
ENSG00000166884	ENST00000300127	ENSP00000300127	OR4D6	len=314	PredHel=6	Topology=i27-49o98-120i140-162o203-225i237-259o269-291i
ENSG00000254466	ENST00000530162	ENSP00000436424	OR4D10	len=311	PredHel=7	Topology=o26-48i61-83o98-120i141-163o205-224i237-259o270-289i
ENSG00000176200	ENST00000313253	ENSP00000320077	OR4D11	len=311	PredHel=7	Topology=o26-48i61-83o98-120i141-163o203-225i238-260o270-289i
ENSG00000135124	ENST00000337233	ENSP00000336607	P2RX4	len=388	PredHel=2	Topology=i28-50o339-361i
ENSG00000135124	ENST00000359949	ENSP00000353032	P2RX4	len=404	PredHel=1	Topology=o355-377i
ENSG00000135124	ENST00000543318	ENSP00000444274	P2RX4	len=148	PredHel=1	Topology=i28-50o
ENSG00000135124	ENST00000542067	ENSP00000438329	P2RX4	len=361	PredHel=2	Topology=i28-50o312-334i
ENSG00000135124	ENST00000538417	ENSP00000437396	P2RX4	len=123	PredHel=1	Topology=o10-27i
ENSG00000135124	ENST00000541532	ENSP00000443115	P2RX4	len=146	PredHel=1	Topology=i28-50o
ENSG00000135124	ENST00000543171	ENSP00000438131	P2RX4	len=287	PredHel=1	Topology=o238-260i
ENSG00000172742	ENST00000329328	ENSP00000328563	OR4D9	len=314	PredHel=6	Topology=i27-49o98-120i141-163o203-225i237-259o269-291i
ENSG00000155970	ENST00000517398	ENSP00000428890	MICU3	len=100	PredHel=1	Topology=i63-85o
ENSG00000124067	ENST00000316341	ENSP00000318557	SLC12A4	len=1085	PredHel=12	Topology=o119-141i153-175o185-207i214-236o251-270i277-296o416-438i451-473o493-515i555-572o576-598i618-640o
ENSG00000124067	ENST00000572037	ENSP00000461403	SLC12A4	len=1037	PredHel=12	Topology=o71-93i105-127o137-159i166-188o203-222i229-248o368-390i403-425o445-467i507-524o528-550i570-592o
ENSG00000124067	ENST00000541864	ENSP00000438334	SLC12A4	len=1054	PredHel=12	Topology=o88-110i122-144o154-176i183-205o220-239i246-265o385-407i420-442o462-484i524-541o545-567i587-609o
ENSG00000124067	ENST00000576616	ENSP00000458902	SLC12A4	len=1068	PredHel=12	Topology=o119-141i153-175o185-207i214-236o251-270i277-296o416-438i451-473o493-515i555-572o576-598i618-640o
ENSG00000124067	ENST00000537830	ENSP00000445962	SLC12A4	len=1079	PredHel=12	Topology=o113-135i147-169o179-201i208-230o245-264i271-290o410-432i445-467o487-509i549-566o570-592i612-634o
ENSG00000124067	ENST00000571299	ENSP00000464168	SLC12A4	len=178	PredHel=6	Topology=o4-26i33-55o70-92i97-119o134-153i160-177o
ENSG00000124067	ENST00000422611	ENSP00000395983	SLC12A4	len=1087	PredHel=12	Topology=o121-143i155-177o187-209i216-238o253-272i279-298o418-440i453-475o495-517i557-574o578-600i620-642o
ENSG00000124067	ENST00000338335	ENSP00000343374	SLC12A4	len=780	PredHel=11	Topology=o119-141i153-175o185-207i214-236o251-270i277-296o416-438i451-473o555-574i581-603o618-640i
ENSG00000005893	ENST00000434600	ENSP00000408411	LAMP2	len=411	PredHel=1	Topology=o378-400i
ENSG00000005893	ENST00000200639	ENSP00000200639	LAMP2	len=410	PredHel=1	Topology=o378-400i
ENSG00000005893	ENST00000486593	ENSP00000431526	LAMP2	len=258	PredHel=1	Topology=o225-247i
ENSG00000005893	ENST00000371335	ENSP00000360386	LAMP2	len=410	PredHel=1	Topology=o377-399i
ENSG00000005893	ENST00000538785	ENSP00000440506	LAMP2	len=300	PredHel=2	Topology=i7-26o267-289i
ENSG00000005893	ENST00000540603	ENSP00000440479	LAMP2	len=363	PredHel=1	Topology=o330-352i
ENSG00000100263	ENST00000216085	ENSP00000216085	RHBDD3	len=386	PredHel=4	Topology=i12-34o54-76i89-111o164-186i
ENSG00000100263	ENST00000413137	ENSP00000399550	RHBDD3	len=89	PredHel=1	Topology=i13-35o
ENSG00000100263	ENST00000414672	ENSP00000413128	RHBDD3	len=195	PredHel=4	Topology=i12-34o54-76i89-111o164-186i
ENSG00000100263	ENST00000406335	ENSP00000384113	RHBDD3	len=136	PredHel=3	Topology=i12-34o54-76i89-111o
ENSG00000173930	ENST00000310954	ENSP00000309741	SLCO4C1	len=724	PredHel=11	Topology=i106-128o143-165i174-196o228-250i271-293o313-335i383-405o420-442i577-599o614-636i668-690o
ENSG00000138135	ENST00000371852	ENSP00000360918	CH25H	len=272	PredHel=3	Topology=o43-65i86-108o123-145i
ENSG00000130150	ENST00000380492	ENSP00000369860	MOSPD2	len=518	PredHel=1	Topology=o493-515i
ENSG00000176402	ENST00000312891	ENSP00000325775	GJC3	len=279	PredHel=3	Topology=i20-42o78-100i197-219o
ENSG00000166881	ENST00000379391	ENSP00000368701	TMEM194A	len=371	PredHel=4	Topology=i112-134o144-163i176-198o213-235i
ENSG00000166881	ENST00000300128	ENSP00000300128	TMEM194A	len=444	PredHel=5	Topology=o163-180i185-207o217-236i249-271o286-308i
ENSG00000175471	ENST00000515393	ENSP00000424126	MCTP1	len=999	PredHel=2	Topology=o818-840i914-936o
ENSG00000175471	ENST00000429576	ENSP00000391639	MCTP1	len=692	PredHel=1	Topology=o612-634i
ENSG00000175471	ENST00000505078	ENSP00000426417	MCTP1	len=515	PredHel=2	Topology=o334-356i430-452o
ENSG00000175471	ENST00000312216	ENSP00000308957	MCTP1	len=778	PredHel=2	Topology=o597-619i693-715o
ENSG00000175471	ENST00000508509	ENSP00000423410	MCTP1	len=683	PredHel=2	Topology=o538-560i634-656o
ENSG00000146904	ENST00000275815	ENSP00000275815	EPHA1	len=976	PredHel=1	Topology=o548-570i
ENSG00000103269	ENST00000352681	ENSP00000344206	RHBDL1	len=373	PredHel=7	Topology=i129-151o180-202i215-237o241-263i275-294o309-327i339-361o
ENSG00000103269	ENST00000561556	ENSP00000455608	RHBDL1	len=229	PredHel=3	Topology=o111-133i140-162o166-188i
ENSG00000103269	ENST00000219551	ENSP00000219551	RHBDL1	len=438	PredHel=7	Topology=i194-216o245-267i280-302o306-328i340-359o374-392i404-426o
ENSG00000204421	ENST00000495859	ENSP00000433207	LY6G6C	len=69	PredHel=1	Topology=o49-68i
ENSG00000186377	ENST00000371901	ENSP00000360968	CYP4X1	len=509	PredHel=1	Topology=i13-30o
ENSG00000169490	ENST00000456845	ENSP00000391674	TM2D2	len=171	PredHel=2	Topology=i103-122o137-159i
ENSG00000169490	ENST00000456397	ENSP00000416050	TM2D2	len=214	PredHel=3	Topology=o5-27i146-165o180-202i
ENSG00000169490	ENST00000397070	ENSP00000380260	TM2D2	len=171	PredHel=2	Topology=i103-122o137-159i
ENSG00000169490	ENST00000412303	ENSP00000402964	TM2D2	len=171	PredHel=2	Topology=i103-122o137-159i
ENSG00000104219	ENST00000262096	ENSP00000262096	ZDHHC2	len=367	PredHel=4	Topology=i17-39o49-71i172-194o209-231i
ENSG00000104219	ENST00000522184	ENSP00000430317	ZDHHC2	len=130	PredHel=1	Topology=i7-26o
ENSG00000113621	ENST00000358387	ENSP00000351157	TXNDC15	len=360	PredHel=1	Topology=o324-342i
ENSG00000113621	ENST00000508779	ENSP00000423513	TXNDC15	len=344	PredHel=1	Topology=o308-326i
ENSG00000113621	ENST00000509954	ENSP00000422832	TXNDC15	len=115	PredHel=1	Topology=o79-97i
ENSG00000113621	ENST00000546290	ENSP00000443942	TXNDC15	len=337	PredHel=1	Topology=o301-319i
ENSG00000268424	ENST00000597120	ENSP00000470268	AC008948.1	len=90	PredHel=2	Topology=o20-42i47-69o
ENSG00000133105	ENST00000298386	ENSP00000298386	RXFP2	len=754	PredHel=8	Topology=i5-27o420-442i454-476o496-518i539-558o591-613i634-656o671-693i
ENSG00000133105	ENST00000380314	ENSP00000369670	RXFP2	len=730	PredHel=8	Topology=i5-27o396-418i430-452o472-494i515-534o567-589i610-632o647-669i
ENSG00000231738	ENST00000532498	ENSP00000433816	TSPAN19	len=248	PredHel=3	Topology=i12-34o56-78i85-107o
ENSG00000231738	ENST00000433494	ENSP00000408184	TSPAN19	len=53	PredHel=1	Topology=i13-35o
ENSG00000231738	ENST00000552392	ENSP00000449663	TSPAN19	len=159	PredHel=2	Topology=i12-34o54-76i
ENSG00000231738	ENST00000547836	ENSP00000446898	TSPAN19	len=88	PredHel=2	Topology=i12-34o54-76i
ENSG00000186160	ENST00000334194	ENSP00000334246	CYP4Z1	len=505	PredHel=2	Topology=o10-32i139-156o
ENSG00000136908	ENST00000314392	ENSP00000322181	DPM2	len=84	PredHel=2	Topology=i9-31o51-73i
ENSG00000136908	ENST00000373110	ENSP00000362202	DPM2	len=130	PredHel=2	Topology=i7-29o44-66i
ENSG00000177575	ENST00000359156	ENSP00000352071	CD163	len=1156	PredHel=2	Topology=i21-43o1049-1071i
ENSG00000177575	ENST00000537626	ENSP00000439226	CD163	len=137	PredHel=1	Topology=o62-84i
ENSG00000177575	ENST00000541972	ENSP00000444071	CD163	len=1109	PredHel=2	Topology=i9-31o1037-1059i
ENSG00000177575	ENST00000396620	ENSP00000379863	CD163	len=1154	PredHel=2	Topology=i21-43o1082-1104i
ENSG00000177575	ENST00000432237	ENSP00000403885	CD163	len=1121	PredHel=2	Topology=i21-43o1049-1071i
ENSG00000162365	ENST00000371890	ENSP00000360957	CYP4A22	len=421	PredHel=1	Topology=i12-34o
ENSG00000162365	ENST00000294337	ENSP00000294337	CYP4A22	len=455	PredHel=1	Topology=i12-34o
ENSG00000162365	ENST00000371891	ENSP00000360958	CYP4A22	len=519	PredHel=1	Topology=i12-34o
ENSG00000161911	ENST00000373127	ENSP00000362219	TREML1	len=199	PredHel=1	Topology=o161-183i
ENSG00000161911	ENST00000426005	ENSP00000402855	TREML1	len=311	PredHel=1	Topology=o161-183i
ENSG00000161911	ENST00000437044	ENSP00000400405	TREML1	len=200	PredHel=1	Topology=o50-72i
ENSG00000050393	ENST00000379170	ENSP00000368468	MCUR1	len=359	PredHel=1	Topology=o339-358i
ENSG00000168615	ENST00000487273	ENSP00000419446	ADAM9	len=819	PredHel=1	Topology=o699-718i
ENSG00000185899	ENST00000332690	ENSP00000327724	TAS2R60	len=318	PredHel=7	Topology=o20-42i78-100o110-132i139-161o199-221i246-268o278-300i
ENSG00000221855	ENST00000408916	ENSP00000386201	TAS2R41	len=307	PredHel=6	Topology=i7-29o87-109i129-151o188-207i236-255o265-287i
ENSG00000271079	ENST00000420911	ENSP00000474204	CTAGE15	len=777	PredHel=1	Topology=i38-60o
ENSG00000165731	ENST00000355710	ENSP00000347942	RET	len=1114	PredHel=1	Topology=i13-32o
ENSG00000165731	ENST00000498820	ENSP00000419080	RET	len=181	PredHel=1	Topology=o154-176i
ENSG00000165731	ENST00000340058	ENSP00000344798	RET	len=1072	PredHel=1	Topology=i13-32o
ENSG00000138119	ENST00000358334	ENSP00000351094	MYOF	len=2048	PredHel=1	Topology=o2013-2035i
ENSG00000138119	ENST00000359263	ENSP00000352208	MYOF	len=2061	PredHel=1	Topology=o2026-2048i
ENSG00000138119	ENST00000371501	ENSP00000360556	MYOF	len=2061	PredHel=1	Topology=o2026-2048i
ENSG00000138119	ENST00000371502	ENSP00000360557	MYOF	len=2051	PredHel=1	Topology=o2016-2038i
ENSG00000126091	ENST00000532911	ENSP00000431816	ST3GAL3	len=85	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000489897	ENSP00000437206	ST3GAL3	len=121	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000530154	ENSP00000434686	ST3GAL3	len=106	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000361392	ENSP00000355341	ST3GAL3	len=375	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000361400	ENSP00000354748	ST3GAL3	len=359	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000479383	ENSP00000432214	ST3GAL3	len=85	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000347631	ENSP00000317192	ST3GAL3	len=390	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000461066	ENSP00000433668	ST3GAL3	len=100	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000361812	ENSP00000355201	ST3GAL3	len=170	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372362	ENSP00000361437	ST3GAL3	len=155	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000531451	ENSP00000435603	ST3GAL3	len=139	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372369	ENSP00000361444	ST3GAL3	len=345	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000361746	ENSP00000354657	ST3GAL3	len=444	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372367	ENSP00000361442	ST3GAL3	len=201	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372366	ENSP00000361441	ST3GAL3	len=185	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372365	ENSP00000361440	ST3GAL3	len=186	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372368	ENSP00000361443	ST3GAL3	len=429	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372372	ENSP00000361447	ST3GAL3	len=413	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000490541	ENSP00000435018	ST3GAL3	len=73	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000469715	ENSP00000431700	ST3GAL3	len=189	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000528371	ENSP00000434876	ST3GAL3	len=186	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000531993	ENSP00000432682	ST3GAL3	len=261	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000533933	ENSP00000432965	ST3GAL3	len=277	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000533212	ENSP00000435621	ST3GAL3	len=151	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000533997	ENSP00000432071	ST3GAL3	len=115	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000530581	ENSP00000437293	ST3GAL3	len=228	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000332628	ENSP00000329755	ST3GAL3	len=344	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000531816	ENSP00000434378	ST3GAL3	len=101	PredHel=1	Topology=o4-26i
ENSG00000126091	ENST00000262915	ENSP00000262915	ST3GAL3	len=444	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372375	ENSP00000361450	ST3GAL3	len=429	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000351035	ENSP00000316999	ST3GAL3	len=413	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372374	ENSP00000361449	ST3GAL3	len=344	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000353126	ENSP00000330463	ST3GAL3	len=277	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000545417	ENSP00000439634	ST3GAL3	len=170	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000330208	ENSP00000333494	ST3GAL3	len=155	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000335430	ENSP00000335633	ST3GAL3	len=228	PredHel=1	Topology=i5-27o
ENSG00000126091	ENST00000372377	ENSP00000361452	ST3GAL3	len=151	PredHel=1	Topology=i5-27o
ENSG00000064989	ENST00000392370	ENSP00000376177	CALCRL	len=461	PredHel=8	Topology=i7-24o144-166i179-198o225-247i254-276o291-313i334-352o367-389i
ENSG00000064989	ENST00000409998	ENSP00000386972	CALCRL	len=461	PredHel=8	Topology=i7-24o144-166i179-198o225-247i254-276o291-313i334-352o367-389i
ENSG00000064989	ENST00000410068	ENSP00000387190	CALCRL	len=461	PredHel=8	Topology=i7-24o144-166i179-198o225-247i254-276o291-313i334-352o367-389i
ENSG00000064989	ENST00000447403	ENSP00000415626	CALCRL	len=77	PredHel=1	Topology=i7-24o
ENSG00000064989	ENST00000410102	ENSP00000386599	CALCRL	len=37	PredHel=1	Topology=i7-24o
ENSG00000162366	ENST00000294338	ENSP00000294338	PDZK1IP1	len=114	PredHel=1	Topology=o33-55i
ENSG00000162366	ENST00000371885	ENSP00000360952	PDZK1IP1	len=114	PredHel=1	Topology=o33-55i
ENSG00000168958	ENST00000304593	ENSP00000304898	MFF	len=291	PredHel=1	Topology=o272-289i
ENSG00000168958	ENST00000353339	ENSP00000302037	MFF	len=342	PredHel=1	Topology=o323-340i
ENSG00000168958	ENST00000354503	ENSP00000346498	MFF	len=218	PredHel=1	Topology=i199-216o
ENSG00000168958	ENST00000409565	ENSP00000386964	MFF	len=218	PredHel=1	Topology=i199-216o
ENSG00000168958	ENST00000409616	ENSP00000386641	MFF	len=238	PredHel=1	Topology=i219-236o
ENSG00000168958	ENST00000337110	ENSP00000338412	MFF	len=243	PredHel=1	Topology=i224-241o
ENSG00000168958	ENST00000524634	ENSP00000436289	MFF	len=89	PredHel=1	Topology=i70-87o
ENSG00000168958	ENST00000349901	ENSP00000304134	MFF	len=238	PredHel=1	Topology=i219-236o
ENSG00000168958	ENST00000456345	ENSP00000415313	MFF	len=154	PredHel=1	Topology=i135-152o
ENSG00000168958	ENST00000392059	ENSP00000375912	MFF	len=342	PredHel=1	Topology=o323-340i
ENSG00000150995	ENST00000357086	ENSP00000349597	ITPR1	len=2710	PredHel=6	Topology=o2235-2257i2270-2287o2313-2335i2356-2378o2401-2423i2531-2553o
ENSG00000150995	ENST00000456211	ENSP00000397885	ITPR1	len=2695	PredHel=6	Topology=o2220-2242i2255-2272o2298-2320i2341-2363o2386-2408i2516-2538o
ENSG00000150995	ENST00000443694	ENSP00000401671	ITPR1	len=2743	PredHel=6	Topology=o2268-2290i2303-2320o2346-2368i2389-2411o2434-2456i2564-2586o
ENSG00000150995	ENST00000302640	ENSP00000306253	ITPR1	len=2743	PredHel=6	Topology=o2268-2290i2303-2320o2346-2368i2389-2411o2434-2456i2564-2586o
ENSG00000150995	ENST00000354582	ENSP00000346595	ITPR1	len=2743	PredHel=6	Topology=o2268-2290i2303-2320o2346-2368i2389-2411o2434-2456i2564-2586o
ENSG00000150995	ENST00000423119	ENSP00000405934	ITPR1	len=2710	PredHel=6	Topology=o2235-2257i2270-2287o2313-2335i2356-2378o2401-2423i2531-2553o
ENSG00000150995	ENST00000544951	ENSP00000440564	ITPR1	len=721	PredHel=4	Topology=o337-354i367-389o412-434i542-564o
ENSG00000165192	ENST00000380470	ENSP00000369837	ASB11	len=306	PredHel=1	Topology=o13-35i
ENSG00000165192	ENST00000480796	ENSP00000417914	ASB11	len=323	PredHel=1	Topology=o13-35i
ENSG00000165192	ENST00000485437	ENSP00000419385	ASB11	len=224	PredHel=1	Topology=o13-35i
ENSG00000119013	ENST00000237889	ENSP00000237889	NDUFB3	len=98	PredHel=1	Topology=o66-88i
ENSG00000119013	ENST00000433898	ENSP00000410600	NDUFB3	len=98	PredHel=1	Topology=o66-88i
ENSG00000119013	ENST00000454214	ENSP00000407336	NDUFB3	len=98	PredHel=1	Topology=o66-88i
ENSG00000130748	ENST00000253047	ENSP00000253047	TMEM160	len=188	PredHel=2	Topology=i99-121o131-153i
ENSG00000170915	ENST00000442253	ENSP00000406197	PAQR8	len=354	PredHel=6	Topology=i76-95o110-132i143-165o175-197i244-263o319-341i
ENSG00000170915	ENST00000360726	ENSP00000353953	PAQR8	len=354	PredHel=6	Topology=i76-95o110-132i143-165o175-197i244-263o319-341i
ENSG00000185294	ENST00000329196	ENSP00000332488	SPPL2C	len=684	PredHel=8	Topology=o5-27i185-207o251-273i280-302o317-339i375-397o436-458i471-493o
ENSG00000138018	ENST00000442141	ENSP00000415280	EPT1	len=118	PredHel=2	Topology=i20-39o54-71i
ENSG00000138018	ENST00000260585	ENSP00000260585	EPT1	len=397	PredHel=10	Topology=i47-69o84-103i123-145o150-172i179-201o221-243i256-278o291-310i317-339o344-366i
ENSG00000138018	ENST00000447170	ENSP00000391804	EPT1	len=180	PredHel=3	Topology=i47-69o89-111i132-154o
ENSG00000145626	ENST00000274278	ENSP00000274278	UGT3A1	len=523	PredHel=2	Topology=i7-29o488-510i
ENSG00000145626	ENST00000515801	ENSP00000427630	UGT3A1	len=57	PredHel=1	Topology=i7-29o
ENSG00000145626	ENST00000503189	ENSP00000427079	UGT3A1	len=436	PredHel=1	Topology=i7-29o
ENSG00000186092	ENST00000335137	ENSP00000334393	OR4F5	len=305	PredHel=7	Topology=o20-42i54-76o91-113i125-147o196-218i231-253o263-282i
ENSG00000165195	ENST00000333590	ENSP00000369820	PIGA	len=484	PredHel=1	Topology=o423-442i
ENSG00000165195	ENST00000542278	ENSP00000442653	PIGA	len=250	PredHel=1	Topology=o189-208i
ENSG00000165195	ENST00000428964	ENSP00000416102	PIGA	len=169	PredHel=1	Topology=o108-127i
ENSG00000235249	ENST00000426406	ENSP00000409316	OR4F29	len=312	PredHel=7	Topology=o26-48i61-83o98-120i141-163o201-223i236-258o271-289i
ENSG00000159640	ENST00000290866	ENSP00000290866	ACE	len=1306	PredHel=1	Topology=o1257-1276i
ENSG00000159640	ENST00000290863	ENSP00000290863	ACE	len=732	PredHel=1	Topology=o683-702i
ENSG00000159640	ENST00000582005	ENSP00000462002	ACE	len=145	PredHel=1	Topology=o4-26i
ENSG00000159640	ENST00000578839	ENSP00000462110	ACE	len=44	PredHel=1	Topology=i12-34o
ENSG00000159640	ENST00000413513	ENSP00000392247	ACE	len=691	PredHel=1	Topology=o642-661i
ENSG00000159640	ENST00000579204	ENSP00000464629	ACE	len=36	PredHel=1	Topology=o4-26i
ENSG00000159640	ENST00000421982	ENSP00000387760	ACE	len=511	PredHel=1	Topology=o462-481i
ENSG00000185097	ENST00000332831	ENSP00000329982	OR4F16	len=312	PredHel=7	Topology=o26-48i61-83o98-120i141-163o201-223i236-258o271-289i
ENSG00000171365	ENST00000376088	ENSP00000365256	CLCN5	len=816	PredHel=9	Topology=i125-147o203-225i312-334o384-406i425-442o495-517i524-541o561-583i590-612o
ENSG00000171365	ENST00000376091	ENSP00000365259	CLCN5	len=816	PredHel=9	Topology=i125-147o203-225i312-334o384-406i425-442o495-517i524-541o561-583i590-612o
ENSG00000171365	ENST00000376108	ENSP00000365276	CLCN5	len=746	PredHel=10	Topology=o55-77i143-165o180-202i242-264o314-336i355-372o425-447i454-471o491-513i520-542o
ENSG00000171365	ENST00000307367	ENSP00000304257	CLCN5	len=746	PredHel=10	Topology=o55-77i143-165o180-202i242-264o314-336i355-372o425-447i454-471o491-513i520-542o
ENSG00000115598	ENST00000264257	ENSP00000264257	IL1RL2	len=575	PredHel=1	Topology=o336-358i
ENSG00000115598	ENST00000441515	ENSP00000413348	IL1RL2	len=457	PredHel=1	Topology=o218-240i
ENSG00000115598	ENST00000539491	ENSP00000442184	IL1RL2	len=575	PredHel=1	Topology=o336-358i
ENSG00000095970	ENST00000373113	ENSP00000362205	TREM2	len=230	PredHel=1	Topology=o173-195i
ENSG00000205359	ENST00000506729	ENSP00000421339	SLCO6A1	len=719	PredHel=10	Topology=i108-130o145-164i171-193o229-251i264-286o314-336i421-443o453-475i580-602o668-690i
ENSG00000205359	ENST00000379807	ENSP00000369135	SLCO6A1	len=719	PredHel=10	Topology=i108-130o145-164i171-193o229-251i264-286o314-336i421-443o453-475i580-602o668-690i
ENSG00000205359	ENST00000389019	ENSP00000373671	SLCO6A1	len=657	PredHel=8	Topology=i108-130o171-193i202-224o252-274i359-381o391-413i518-540o606-628i
ENSG00000205359	ENST00000513675	ENSP00000421990	SLCO6A1	len=466	PredHel=4	Topology=i108-130o171-193i327-349o415-437i
ENSG00000205359	ENST00000379810	ENSP00000369138	SLCO6A1	len=466	PredHel=4	Topology=i108-130o171-193i327-349o415-437i
ENSG00000198270	ENST00000550831	ENSP00000450377	TMEM116	len=245	PredHel=4	Topology=i21-43o86-108i141-158o173-195i
